file_name,alloy,card,Al,Si,Fe,Cu,Mn,Mg,Cr,Ni,Zn,Ti,Zr,Sc,Other,YS (MPa),UTS (MPa),Uniform EL (percentage),Fracture EL (percentage),YPE (percentage),Casting,Ingot thickness (mm),Homogenization (Celsius/Seconds),homog_steps,homog_time_total_s,homog_temp_max_C,homog_T_time_weighted_C,homog_time_at_ge_520C_s,adequate_homog,Hot rolling reduction (percentage),Cold rolling reduction (percentage),Recrystallization annealing (Celsius/Seconds),recryst_type,recryst_steps,recryst_time_total_s,recryst_temp_max_C,recryst_T_time_weighted_C,adequate_recryst,adequate_recryst_batch,adequate_recryst_flash,Mean grain size (µm),Secondary phase particle size and density,Crystallographic texture,flag_missing_YS,flag_missing_UTS,flag_missing_FractureEL,flag_missing_UniformEL,flag_missing_YPE,Homogenization_RAW,Recrystallization annealing_RAW,comp_sum_before,comp_fix_applied,comp_sum_after,Al_RAW,Si_RAW,Fe_RAW,Cu_RAW,Mn_RAW,Mg_RAW,Cr_RAW,Ni_RAW,Zn_RAW,Ti_RAW,Zr_RAW,Sc_RAW,Other_RAW
AA5xxx Card - 029A.docx,AA5xxx,029A,98.88499994,0.08,0.1,0.1,0.03,0.8,1e-08,1e-08,1e-08,0.005,1e-08,1e-08,1e-08,70.3,123.4,,21.2,0.0,DC,635.0,540/18000,1.0,18000.0,540.0,540.0,18000.0,1.0,99.4,80.0,275/28800,batch,1,28800,275.0,275.0,0,0,0,20.7,,,0,0,0,1,0,540°C > 5 hours,"batch annealing, 275°C 8 hours",1.1150000699999996,1,100.0,1e-08,0.08,0.1,0.1,0.03,0.8,1e-08,1e-08,1e-08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 029B.docx,AA5xxx,029B,98.88499994,0.08,0.1,0.1,0.03,0.8,1e-08,1e-08,1e-08,0.005,1e-08,1e-08,1e-08,60.0,120.0,,23.1,0.0,DC,635.0,540/18000,1.0,18000.0,540.0,540.0,18000.0,1.0,99.4,80.0,275/36000,batch,1,36000,275.0,275.0,0,0,0,24.0,,,0,0,0,1,0,540°C > 5 hours,"batch annealing, 275°C 10 hours",1.1150000699999996,1,100.0,1e-08,0.08,0.1,0.1,0.03,0.8,1e-08,1e-08,1e-08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 029C.docx,AA5xxx,029C,98.88499994,0.08,0.1,0.1,0.03,0.8,1e-08,1e-08,1e-08,0.005,1e-08,1e-08,1e-08,52.4,116.5,,22.8,0.0,DC,635.0,540/18000,1.0,18000.0,540.0,540.0,18000.0,1.0,99.4,80.0,275/43200,batch,1,43200,275.0,275.0,0,0,0,26.0,,,0,0,0,1,0,540°C > 5 hours,"batch annealing, 275°C 12 hours",1.1150000699999996,1,100.0,1e-08,0.08,0.1,0.1,0.03,0.8,1e-08,1e-08,1e-08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 029D.docx,AA5xxx,029D,98.88499994,0.08,0.1,0.1,0.03,0.8,1e-08,1e-08,1e-08,0.005,1e-08,1e-08,1e-08,50.0,115.1,,23.7,0.0,DC,635.0,540/18000,1.0,18000.0,540.0,540.0,18000.0,1.0,99.4,80.0,295/7200,batch,1,7200,295.0,295.0,0,0,0,27.8,,,0,0,0,1,0,540°C > 5 hours,"batch annealing, 295°C 2 hours",1.1150000699999996,1,100.0,1e-08,0.08,0.1,0.1,0.03,0.8,1e-08,1e-08,1e-08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 029E.docx,AA5xxx,029E,98.88499994,0.08,0.1,0.1,0.03,0.8,1e-08,1e-08,1e-08,0.005,1e-08,1e-08,1e-08,50.0,111.7,,26.8,0.0,DC,635.0,540/18000,1.0,18000.0,540.0,540.0,18000.0,1.0,99.4,80.0,305/7200,batch,1,7200,305.0,305.0,1,1,0,30.7,,,0,0,0,1,0,540°C > 5 hours,"batch annealing, 305°C 2 hours",1.1150000699999996,1,100.0,1e-08,0.08,0.1,0.1,0.03,0.8,1e-08,1e-08,1e-08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 030A.docx,AA5xxx,030A,97.10999996,0.09,0.2,0.04,0.05,2.3,0.19,1e-08,0.01,0.01,1e-08,1e-08,1e-08,169.25,228.34,,12.0,0.0,DC,635.0,540/18000,1.0,18000.0,540.0,540.0,18000.0,1.0,99.4,78.0,350/7200,batch,1,7200,350.0,350.0,1,1,0,26.5,,,0,0,0,1,0,540°C > 5 hours,"batch annealing, 350°C 2 hours",2.890000049999999,1,100.0,1e-08,0.09,0.2,0.04,0.05,2.3,0.19,1e-08,0.01,0.01,1e-08,1e-08,1e-08
AA5xxx Card - 031A.docx,AA5xxx,031A,96.88499995,0.11,0.33,0.02,0.08,2.37,0.2,1e-08,1e-08,0.005,1e-08,1e-08,1e-08,139.67,225.61,,17.6,0.0,DC,635.0,540/18000,1.0,18000.0,540.0,540.0,18000.0,1.0,99.4,70.0,350/7200,batch,1,7200,350.0,350.0,1,1,0,30.0,,,0,0,0,1,0,540°C > 5 hours,"batch annealing, 350°C 2 hours",3.11500006,1,100.0,1e-08,0.11,0.33,0.02,0.08,2.37,0.2,1e-08,1e-08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 031B.docx,AA5xxx,031B,96.92499995,0.11,0.31,0.02,0.07,2.35,0.21,1e-08,1e-08,0.005,1e-08,1e-08,1e-08,137.12,221.38,,17.9,0.0,DC,635.0,540/18000,1.0,18000.0,540.0,540.0,18000.0,1.0,99.4,70.0,350/7200,batch,1,7200,350.0,350.0,1,1,0,30.0,,,0,0,0,1,0,540°C > 5 hours,"batch annealing, 350°C 2 hours",3.07500006,1,100.0,1e-08,0.11,0.31,0.02,0.07,2.35,0.21,1e-08,1e-08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 032A.docx,AA5xxx,032A,93.29499993,0.1,0.2,1e-08,0.6,5.8,1e-08,1e-08,1e-08,0.005,1e-08,1e-08,1e-08,191.6,348.8,,24.5,,DC,635.0,540/18000,1.0,18000.0,540.0,540.0,18000.0,1.0,99.4,90.0,400/3600,flash,1,3600,400.0,400.0,1,0,1,5.3,,,0,0,0,1,1,540°C > 5 hours,"flash annealing, 400°C 1 hour",6.70500008,1,100.0,1e-08,0.1,0.2,1e-08,0.6,5.8,1e-08,1e-08,1e-08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 032B.docx,AA5xxx,032B,93.29499993,0.1,0.2,1e-08,0.6,5.8,1e-08,1e-08,1e-08,0.005,1e-08,1e-08,1e-08,169.1,318.8,,24.0,,DC,635.0,540/18000,1.0,18000.0,540.0,540.0,18000.0,1.0,99.4,90.0,450/3600,flash,1,3600,450.0,450.0,1,0,1,5.7,,,0,0,0,1,1,540°C > 5 hours,"flash annealing, 450°C 1 hour",6.70500008,1,100.0,1e-08,0.1,0.2,1e-08,0.6,5.8,1e-08,1e-08,1e-08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 032C.docx,AA5xxx,032C,93.29499993,0.1,0.2,1e-08,0.6,5.8,1e-08,1e-08,1e-08,0.005,1e-08,1e-08,1e-08,148.8,284.9,,24.5,,DC,635.0,540/18000,1.0,18000.0,540.0,540.0,18000.0,1.0,99.4,90.0,500/3600,flash,1,3600,500.0,500.0,1,0,1,6.7,,,0,0,0,1,1,540°C > 5 hours,"flash annealing, 500°C 1 hour",6.70500008,1,100.0,1e-08,0.1,0.2,1e-08,0.6,5.8,1e-08,1e-08,1e-08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 032D.docx,AA5xxx,032D,93.29499993,0.1,0.2,1e-08,0.6,5.8,1e-08,1e-08,1e-08,0.005,1e-08,1e-08,1e-08,132.3,269.2,,24.4,,DC,635.0,540/18000,1.0,18000.0,540.0,540.0,18000.0,1.0,99.4,90.0,525/3600,flash,1,3600,525.0,525.0,1,0,1,7.6,,,0,0,0,1,1,540°C > 5 hours,"flash annealing, 525°C 1 hour",6.70500008,1,100.0,1e-08,0.1,0.2,1e-08,0.6,5.8,1e-08,1e-08,1e-08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 033A.docx,AA5xxx,033A,94.67499995,0.11,0.21,0.04,0.35,4.6,0.01,1e-08,1e-08,0.005,1e-08,1e-08,1e-08,155.0,312.5,,22.0,,DC,635.0,540/18000,1.0,18000.0,540.0,540.0,18000.0,1.0,99.5,52.5,350/3600,flash,1,3600,350.0,350.0,1,0,1,25.2,,,0,0,0,1,1,540°C > 5 hours,"flash annealing, 350°C 1 hour",5.325000059999999,1,100.0,1e-08,0.11,0.21,0.04,0.35,4.6,0.01,1e-08,1e-08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 033B.docx,AA5xxx,033B,94.67499995,0.11,0.21,0.04,0.35,4.6,0.01,1e-08,1e-08,0.005,1e-08,1e-08,1e-08,161.0,311.5,,20.0,,DC,635.0,540/18000,1.0,18000.0,540.0,540.0,18000.0,1.0,99.5,92.0,350/3600,flash,1,3600,350.0,350.0,1,0,1,15.0,,,0,0,0,1,1,540°C > 5 hours,"flash annealing, 350°C 1 hour",5.325000059999999,1,100.0,1e-08,0.11,0.21,0.04,0.35,4.6,0.01,1e-08,1e-08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 034A.docx,AA5xxx,034A,94.96499995,0.08,0.22,0.04,0.33,4.35,0.01,1e-08,1e-08,0.005,1e-08,1e-08,1e-08,150.0,300.0,,21.0,,DC,635.0,540/18000,1.0,18000.0,540.0,540.0,18000.0,1.0,99.5,71.2,260/10800,flash,1,10800,260.0,260.0,0,0,0,9.9,,,0,0,0,1,1,540°C > 5 hours,"flash annealing, 260°C 3 hours",5.035000059999999,1,100.0,1e-08,0.08,0.22,0.04,0.33,4.35,0.01,1e-08,1e-08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 034B.docx,AA5xxx,034B,94.96499995,0.08,0.22,0.04,0.33,4.35,0.01,1e-08,1e-08,0.005,1e-08,1e-08,1e-08,150.0,300.0,,22.0,,DC,635.0,540/18000,1.0,18000.0,540.0,540.0,18000.0,1.0,99.5,71.2,313/10800,flash,1,10800,313.0,313.0,1,0,1,12.5,,,0,0,0,1,1,540°C > 5 hours,"flash annealing, 313°C 3 hours",5.035000059999999,1,100.0,1e-08,0.08,0.22,0.04,0.33,4.35,0.01,1e-08,1e-08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 034C.docx,AA5xxx,034C,94.96499995,0.08,0.22,0.04,0.33,4.35,0.01,1e-08,1e-08,0.005,1e-08,1e-08,1e-08,150.0,300.0,,22.5,,DC,635.0,540/18000,1.0,18000.0,540.0,540.0,18000.0,1.0,99.5,71.2,371/10800,flash,1,10800,371.0,371.0,1,0,1,14.4,,,0,0,0,1,1,540°C > 5 hours,"flash annealing, 371°C 3 hours",5.035000059999999,1,100.0,1e-08,0.08,0.22,0.04,0.33,4.35,0.01,1e-08,1e-08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 034D.docx,AA5xxx,034D,94.96499995,0.08,0.22,0.04,0.33,4.35,0.01,1e-08,1e-08,0.005,1e-08,1e-08,1e-08,154.0,299.0,,21.5,,DC,635.0,540/18000,1.0,18000.0,540.0,540.0,18000.0,1.0,99.5,71.2,288/10800,flash,1,10800,288.0,288.0,0,0,0,10.0,,,0,0,0,1,1,540°C > 5 hours,"flash annealing, 288°C 3 hours",5.035000059999999,1,100.0,1e-08,0.08,0.22,0.04,0.33,4.35,0.01,1e-08,1e-08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 034E.docx,AA5xxx,034E,94.96499995,0.08,0.22,0.04,0.33,4.35,0.01,1e-08,1e-08,0.005,1e-08,1e-08,1e-08,150.0,290.0,,21.5,,DC,635.0,540/18000,1.0,18000.0,540.0,540.0,18000.0,1.0,99.5,71.2,313/10800,flash,1,10800,313.0,313.0,1,0,1,10.0,,,0,0,0,1,1,540°C > 5 hours,"flash annealing, 313°C 3 hours",5.035000059999999,1,100.0,1e-08,0.08,0.22,0.04,0.33,4.35,0.01,1e-08,1e-08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 034F.docx,AA5xxx,034F,94.96499995,0.08,0.22,0.04,0.33,4.35,0.01,1e-08,1e-08,0.005,1e-08,1e-08,1e-08,145.0,285.0,,22.5,,DC,635.0,540/18000,1.0,18000.0,540.0,540.0,18000.0,1.0,99.5,71.2,371/10800,flash,1,10800,371.0,371.0,1,0,1,10.6,,,0,0,0,1,1,540°C > 5 hours,"flash annealing, 371°C 3 hours",5.035000059999999,1,100.0,1e-08,0.08,0.22,0.04,0.33,4.35,0.01,1e-08,1e-08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 035A.docx,AA5xxx,035A,95.06499995,0.03,0.21,0.04,0.34,4.3,0.01,1e-08,1e-08,0.005,1e-08,1e-08,1e-08,128.0,282.0,23.4,25.4,,DC,635.0,540/18000,1.0,18000.0,540.0,540.0,18000.0,1.0,99.5,65.0,350/7200,batch,1,7200,350.0,350.0,1,1,0,34.0,,,0,0,0,0,1,540°C > 5 hours,"batch annealing, 350°C 2 hours",4.935000059999999,1,100.0,1e-08,0.03,0.21,0.04,0.34,4.3,0.01,1e-08,1e-08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 035B.docx,AA5xxx,035B,95.06499995,0.03,0.21,0.04,0.34,4.3,0.01,1e-08,1e-08,0.005,1e-08,1e-08,1e-08,159.0,304.0,,21.5,,DC,635.0,540/18000,1.0,18000.0,540.0,540.0,18000.0,1.0,99.6,10.0,350/60,flash,1,60,350.0,350.0,1,0,1,28.0,,,0,0,0,1,1,540°C > 5 hours,"flash annealing, 350°C 1 minute",4.935000059999999,1,100.0,1e-08,0.03,0.21,0.04,0.34,4.3,0.01,1e-08,1e-08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 035C.docx,AA5xxx,035C,95.06499995,0.03,0.21,0.04,0.34,4.3,0.01,1e-08,1e-08,0.005,1e-08,1e-08,1e-08,155.0,300.0,,18.0,,DC,635.0,540/18000,1.0,18000.0,540.0,540.0,18000.0,1.0,99.6,10.0,350/180,flash,1,180,350.0,350.0,1,0,1,,,,0,0,0,1,1,540°C > 5 hours,"flash annealing, 350°C 3 minutes",4.935000059999999,1,100.0,1e-08,0.03,0.21,0.04,0.34,4.3,0.01,1e-08,1e-08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 035D.docx,AA5xxx,035D,95.06499995,0.03,0.21,0.04,0.34,4.3,0.01,1e-08,1e-08,0.005,1e-08,1e-08,1e-08,155.5,301.0,,21.5,,DC,635.0,540/18000,1.0,18000.0,540.0,540.0,18000.0,1.0,99.6,10.0,350/300,flash,1,300,350.0,350.0,1,0,1,30.0,,,0,0,0,1,1,540°C > 5 hours,"flash annealing, 350°C 5 minutes",4.935000059999999,1,100.0,1e-08,0.03,0.21,0.04,0.34,4.3,0.01,1e-08,1e-08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 035E.docx,AA5xxx,035E,95.06499995,0.03,0.21,0.04,0.34,4.3,0.01,1e-08,1e-08,0.005,1e-08,1e-08,1e-08,149.0,294.0,,17.0,,DC,635.0,540/18000,1.0,18000.0,540.0,540.0,18000.0,1.0,99.6,10.0,350/600,flash,1,600,350.0,350.0,1,0,1,,,,0,0,0,1,1,540°C > 5 hours,"flash annealing, 350°C 10 minutes",4.935000059999999,1,100.0,1e-08,0.03,0.21,0.04,0.34,4.3,0.01,1e-08,1e-08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 035F.docx,AA5xxx,035F,95.06499995,0.03,0.21,0.04,0.34,4.3,0.01,1e-08,1e-08,0.005,1e-08,1e-08,1e-08,116.0,261.0,,22.5,,DC,635.0,540/18000,1.0,18000.0,540.0,540.0,18000.0,1.0,99.6,10.0,350/1200,flash,1,1200,350.0,350.0,1,0,1,42.0,,,0,0,0,1,1,540°C > 5 hours,"flash annealing, 350°C 20 minutes",4.935000059999999,1,100.0,1e-08,0.03,0.21,0.04,0.34,4.3,0.01,1e-08,1e-08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 035G.docx,AA5xxx,035G,95.06499995,0.03,0.21,0.04,0.34,4.3,0.01,1e-08,1e-08,0.005,1e-08,1e-08,1e-08,174.0,319.0,,20.0,,DC,635.0,540/18000,1.0,18000.0,540.0,540.0,18000.0,1.0,99.6,15.0,350/60,flash,1,60,350.0,350.0,1,0,1,,,,0,0,0,1,1,540°C > 5 hours,"flash annealing, 350°C 1 minute",4.935000059999999,1,100.0,1e-08,0.03,0.21,0.04,0.34,4.3,0.01,1e-08,1e-08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 035H.docx,AA5xxx,035H,95.06499995,0.03,0.21,0.04,0.34,4.3,0.01,1e-08,1e-08,0.005,1e-08,1e-08,1e-08,138.0,283.0,,18.0,,DC,635.0,540/18000,1.0,18000.0,540.0,540.0,18000.0,1.0,99.6,15.0,350/180,flash,1,180,350.0,350.0,1,0,1,,,,0,0,0,1,1,540°C > 5 hours,"flash annealing, 350°C 3 minutes",4.935000059999999,1,100.0,1e-08,0.03,0.21,0.04,0.34,4.3,0.01,1e-08,1e-08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 035I.docx,AA5xxx,035I,95.06499995,0.03,0.21,0.04,0.34,4.3,0.01,1e-08,1e-08,0.005,1e-08,1e-08,1e-08,120.0,265.0,,18.0,,DC,635.0,540/18000,1.0,18000.0,540.0,540.0,18000.0,1.0,99.6,15.0,350/300,flash,1,300,350.0,350.0,1,0,1,,,,0,0,0,1,1,540°C > 5 hours,"flash annealing, 350°C 5 minutes",4.935000059999999,1,100.0,1e-08,0.03,0.21,0.04,0.34,4.3,0.01,1e-08,1e-08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 035J.docx,AA5xxx,035J,95.06499995,0.03,0.21,0.04,0.34,4.3,0.01,1e-08,1e-08,0.005,1e-08,1e-08,1e-08,105.0,250.0,,23.0,,DC,635.0,540/18000,1.0,18000.0,540.0,540.0,18000.0,1.0,99.6,15.0,350/600,flash,1,600,350.0,350.0,1,0,1,,,,0,0,0,1,1,540°C > 5 hours,"flash annealing, 350°C 10 minutes",4.935000059999999,1,100.0,1e-08,0.03,0.21,0.04,0.34,4.3,0.01,1e-08,1e-08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 035K.docx,AA5xxx,035K,95.06499995,0.03,0.21,0.04,0.34,4.3,0.01,1e-08,1e-08,0.005,1e-08,1e-08,1e-08,105.0,250.0,,24.0,,DC,635.0,540/18000,1.0,18000.0,540.0,540.0,18000.0,1.0,99.6,15.0,350/1200,flash,1,1200,350.0,350.0,1,0,1,,,,0,0,0,1,1,540°C > 5 hours,"flash annealing, 350°C 20 minutes",4.935000059999999,1,100.0,1e-08,0.03,0.21,0.04,0.34,4.3,0.01,1e-08,1e-08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 035L.docx,AA5xxx,035L,95.06499995,0.03,0.21,0.04,0.34,4.3,0.01,1e-08,1e-08,0.005,1e-08,1e-08,1e-08,175.0,320.0,,15.0,,DC,635.0,540/18000,1.0,18000.0,540.0,540.0,18000.0,1.0,99.6,20.0,350/60,flash,1,60,350.0,350.0,1,0,1,,,,0,0,0,1,1,540°C > 5 hours,"flash annealing, 350°C 1 minute",4.935000059999999,1,100.0,1e-08,0.03,0.21,0.04,0.34,4.3,0.01,1e-08,1e-08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 035M.docx,AA5xxx,035M,95.06499995,0.03,0.21,0.04,0.34,4.3,0.01,1e-08,1e-08,0.005,1e-08,1e-08,1e-08,120.0,265.0,,17.0,,DC,635.0,540/18000,1.0,18000.0,540.0,540.0,18000.0,1.0,99.6,20.0,350/180,flash,1,180,350.0,350.0,1,0,1,,,,0,0,0,1,1,540°C > 5 hours,"flash annealing, 350°C 3 minutes",4.935000059999999,1,100.0,1e-08,0.03,0.21,0.04,0.34,4.3,0.01,1e-08,1e-08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 035N.docx,AA5xxx,035N,95.06499995,0.03,0.21,0.04,0.34,4.3,0.01,1e-08,1e-08,0.005,1e-08,1e-08,1e-08,115.5,261.0,,19.0,,DC,635.0,540/18000,1.0,18000.0,540.0,540.0,18000.0,1.0,99.6,20.0,350/300,flash,1,300,350.0,350.0,1,0,1,,,,0,0,0,1,1,540°C > 5 hours,"flash annealing, 350°C 5 minutes",4.935000059999999,1,100.0,1e-08,0.03,0.21,0.04,0.34,4.3,0.01,1e-08,1e-08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 035O.docx,AA5xxx,035O,95.06499995,0.03,0.21,0.04,0.34,4.3,0.01,1e-08,1e-08,0.005,1e-08,1e-08,1e-08,115.5,261.0,,15.5,,DC,635.0,540/18000,1.0,18000.0,540.0,540.0,18000.0,1.0,99.6,20.0,350/600,flash,1,600,350.0,350.0,1,0,1,,,,0,0,0,1,1,540°C > 5 hours,"flash annealing, 350°C 10 minutes",4.935000059999999,1,100.0,1e-08,0.03,0.21,0.04,0.34,4.3,0.01,1e-08,1e-08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 035P.docx,AA5xxx,035P,95.06499995,0.03,0.21,0.04,0.34,4.3,0.01,1e-08,1e-08,0.005,1e-08,1e-08,1e-08,115.0,260.0,,21.0,,DC,635.0,540/18000,1.0,18000.0,540.0,540.0,18000.0,1.0,99.6,20.0,350/1200,flash,1,1200,350.0,350.0,1,0,1,,,,0,0,0,1,1,540°C > 5 hours,"flash annealing, 350°C 20 minutes",4.935000059999999,1,100.0,1e-08,0.03,0.21,0.04,0.34,4.3,0.01,1e-08,1e-08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 035Q.docx,AA5xxx,035Q,95.06499995,0.03,0.21,0.04,0.34,4.3,0.01,1e-08,1e-08,0.005,1e-08,1e-08,1e-08,135.5,281.0,,24.0,,DC,635.0,540/18000,1.0,18000.0,540.0,540.0,18000.0,1.0,99.6,5.0,350/60,flash,1,60,350.0,350.0,1,0,1,,,,0,0,0,1,1,540°C > 5 hours,"flash annealing, 350°C 1 minute",4.935000059999999,1,100.0,1e-08,0.03,0.21,0.04,0.34,4.3,0.01,1e-08,1e-08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 035R.docx,AA5xxx,035R,95.06499995,0.03,0.21,0.04,0.34,4.3,0.01,1e-08,1e-08,0.005,1e-08,1e-08,1e-08,134.5,280.0,,24.0,,DC,635.0,540/18000,1.0,18000.0,540.0,540.0,18000.0,1.0,99.6,5.0,350/180,flash,1,180,350.0,350.0,1,0,1,,,,0,0,0,1,1,540°C > 5 hours,"flash annealing, 350°C 3 minutes",4.935000059999999,1,100.0,1e-08,0.03,0.21,0.04,0.34,4.3,0.01,1e-08,1e-08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 035S.docx,AA5xxx,035S,95.06499995,0.03,0.21,0.04,0.34,4.3,0.01,1e-08,1e-08,0.005,1e-08,1e-08,1e-08,133.5,279.0,,22.0,,DC,635.0,540/18000,1.0,18000.0,540.0,540.0,18000.0,1.0,99.6,5.0,350/300,flash,1,300,350.0,350.0,1,0,1,,,,0,0,0,1,1,540°C > 5 hours,"flash annealing, 350°C 5 minutes",4.935000059999999,1,100.0,1e-08,0.03,0.21,0.04,0.34,4.3,0.01,1e-08,1e-08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 035T.docx,AA5xxx,035T,95.06499995,0.03,0.21,0.04,0.34,4.3,0.01,1e-08,1e-08,0.005,1e-08,1e-08,1e-08,134.0,279.0,,22.5,,DC,635.0,540/18000,1.0,18000.0,540.0,540.0,18000.0,1.0,99.6,5.0,350/600,flash,1,600,350.0,350.0,1,0,1,,,,0,0,0,1,1,540°C > 5 hours,"flash annealing, 350°C 10 minutes",4.935000059999999,1,100.0,1e-08,0.03,0.21,0.04,0.34,4.3,0.01,1e-08,1e-08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 035U.docx,AA5xxx,035U,95.06499995,0.03,0.21,0.04,0.34,4.3,0.01,1e-08,1e-08,0.005,1e-08,1e-08,1e-08,132.0,277.0,,22.0,,DC,635.0,540/18000,1.0,18000.0,540.0,540.0,18000.0,1.0,99.6,5.0,350/1200,flash,1,1200,350.0,350.0,1,0,1,,,,0,0,0,1,1,540°C > 5 hours,"flash annealing, 350°C 20 minutes",4.935000059999999,1,100.0,1e-08,0.03,0.21,0.04,0.34,4.3,0.01,1e-08,1e-08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 036A.docx,AA5xxx,036A,95.06499995,0.03,0.21,0.04,0.34,4.3,0.01,1e-08,1e-08,0.005,1e-08,1e-08,1e-08,134.0,275.0,,19.0,,DC,635.0,540/18000,1.0,18000.0,540.0,540.0,18000.0,1.0,99.6,5.0,400/60,flash,1,60,400.0,400.0,1,0,1,17.0,,,0,0,0,1,1,540°C > 5 hours,"flash annealing, 400°C 1 minute",4.935000059999999,1,100.0,1e-08,0.03,0.21,0.04,0.34,4.3,0.01,1e-08,1e-08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 036B.docx,AA5xxx,036B,95.06499995,0.03,0.21,0.04,0.34,4.3,0.01,1e-08,1e-08,0.005,1e-08,1e-08,1e-08,131.5,276.0,,22.5,,DC,635.0,540/18000,1.0,18000.0,540.0,540.0,18000.0,1.0,99.6,5.0,400/180,flash,1,180,400.0,400.0,1,0,1,17.5,,,0,0,0,1,1,540°C > 5 hours,"flash annealing, 400°C 3 minutes",4.935000059999999,1,100.0,1e-08,0.03,0.21,0.04,0.34,4.3,0.01,1e-08,1e-08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 036C.docx,AA5xxx,036C,95.06499995,0.03,0.21,0.04,0.34,4.3,0.01,1e-08,1e-08,0.005,1e-08,1e-08,1e-08,134.0,279.0,,22.5,,DC,635.0,540/18000,1.0,18000.0,540.0,540.0,18000.0,1.0,99.6,5.0,400/300,flash,1,300,400.0,399.99999999999994,1,0,1,16.0,,,0,0,0,1,1,540°C > 5 hours,"flash annealing, 400°C 5 minutes",4.935000059999999,1,100.0,1e-08,0.03,0.21,0.04,0.34,4.3,0.01,1e-08,1e-08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 036D.docx,AA5xxx,036D,95.06499995,0.03,0.21,0.04,0.34,4.3,0.01,1e-08,1e-08,0.005,1e-08,1e-08,1e-08,130.0,275.0,,21.5,,DC,635.0,540/18000,1.0,18000.0,540.0,540.0,18000.0,1.0,99.6,5.0,400/600,flash,1,600,400.0,399.99999999999994,1,0,1,17.5,,,0,0,0,1,1,540°C > 5 hours,"flash annealing, 400°C 10 minutes",4.935000059999999,1,100.0,1e-08,0.03,0.21,0.04,0.34,4.3,0.01,1e-08,1e-08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 036E.docx,AA5xxx,036E,95.06499995,0.03,0.21,0.04,0.34,4.3,0.01,1e-08,1e-08,0.005,1e-08,1e-08,1e-08,134.0,280.0,,22.5,,DC,635.0,540/18000,1.0,18000.0,540.0,540.0,18000.0,1.0,99.6,10.0,400/60,flash,1,60,400.0,400.0,1,0,1,16.5,,,0,0,0,1,1,540°C > 5 hours,"flash annealing, 400°C 1 minute",4.935000059999999,1,100.0,1e-08,0.03,0.21,0.04,0.34,4.3,0.01,1e-08,1e-08,0.005,1e-08,1e-08,1e-08
