file_name,alloy,card,Al,Si,Fe,Cu,Mn,Mg,Cr,Ni,Zn,Ti,Zr,Sc,Other,YS (MPa),UTS (MPa),Uniform EL (percentage),Fracture EL (percentage),YPE (percentage),Casting,Ingot thickness,Homogenization (Celsius/Minutes),Hot rolling reduction (percentage),Cold rolling reduction (percentage),Recrystallization annealing (Celsius/Minutes),Mean grain size (µm),Secondary phase particle size and density,Crystallographic texture,,,,,,
AA5xxx Card - 037B.docx,AA5xxx,037B,1.00E-08,0.13,0.31,0.02,0.07,2.35,0.21,1.00E-08,1.00E-08,0.005,1.00E-08,1.00E-08,1.00E-08,137.12,221.38,,17.9,0,DC,635,540°C > 5 hours,99.5,60,"batch annealing, 350°C 2 hours",30,N/A,,,,,,,
AA5xxx Card - 038A.docx,AA5xxx,038A,1.00E-08,0.1,0.2,1.00E-08,0.4,3.1,1.00E-08,1.00E-08,1.00E-08,0.005,1.00E-08,1.00E-08,1.00E-08,140,250,,20.5,,DC,635,540°C > 5 hours,99,65,"Batch annealing, 300°C 2 hours",11,N/A,,,,,,,
AA5xxx Card - 038B.docx,AA5xxx,038B,1.00E-08,0.1,0.2,1.00E-08,0.4,3.1,1.00E-08,1.00E-08,1.00E-08,0.005,1.00E-08,1.00E-08,1.00E-08,135,248,,20,,DC,635,540°C > 5 hours,99,65,"Batch annealing, 350°C 2 hours",6,N/A,,,,,,,
AA5xxx Card - 038C.docx,AA5xxx,038C,1.00E-08,0.1,0.2,1.00E-08,0.4,3.1,1.00E-08,1.00E-08,1.00E-08,0.005,1.00E-08,1.00E-08,1.00E-08,130,246,,22,,DC,635,540°C > 5 hours,99,65,"Batch annealing, 400°C 2 hours",6.6,N/A,,,,,,,
AA5xxx Card - 039A.docx,AA5xxx,039A,1.00E-08,0.11,0.31,0.02,0.08,2.37,0.22,1.00E-08,1.00E-08,0.005,1.00E-08,1.00E-08,1.00E-08,140,210,,17,0,DC,635,470°C 6 hours,99.5,45,"batch annealing, 370°C 2 hours",31.2,N/A,,,,,,,
AA5xxx Card - 039B.docx,AA5xxx,039B,1.00E-08,0.11,0.31,0.02,0.08,2.37,0.22,1.00E-08,1.00E-08,0.005,1.00E-08,1.00E-08,1.00E-08,135,210,,17.3,0,DC,635,470°C 6 hours,99.5,45,"batch annealing, 370°C 4 hours",31.2,N/A,,,,,,,
AA5xxx Card - 039C.docx,AA5xxx,039C,1.00E-08,0.11,0.31,0.02,0.08,2.37,0.22,1.00E-08,1.00E-08,0.005,1.00E-08,1.00E-08,1.00E-08,124.5,209,,17.5,0,DC,635,470°C 6 hours,99.5,45,"batch annealing, 370°C 6 hours",33.5,N/A,,,,,,,
AA5xxx Card - 040A.docx,AA5xxx,040A,1.00E-08,0.27,0.31,1.00E-08,0.81,3.01,0.14,1.00E-08,1.00E-08,0.009,1.00E-08,1.00E-08,1.00E-08,237.5,350,,20,0,permanent steel mould,30,425°C 12 hours,88,69,"batch annealing, 300°C 1 hour",17,N/A,,,,,,,
AA5xxx Card - 040B.docx,AA5xxx,040B,1.00E-08,0.27,0.31,1.00E-08,0.81,3.01,0.14,1.00E-08,1.00E-08,0.009,1.00E-08,1.00E-08,1.00E-08,220,350,,20,0,permanent steel mould,30,425°C 12 hours,88,69,"batch annealing, 350°C 1 hour",19,N/A,,,,,,,
AA5xxx Card - 040C.docx,AA5xxx,040C,1.00E-08,0.27,0.31,1.00E-08,0.81,3.01,0.14,1.00E-08,1.00E-08,0.009,1.00E-08,1.00E-08,1.00E-08,220,340,,20.7,0,permanent steel mould,30,425°C 12 hours,88,69,"batch annealing, 400°C 1 hour",20,N/A,,,,,,,
AA5xxx Card - 040D.docx,AA5xxx,040D,1.00E-08,0.27,0.31,1.00E-08,0.81,3.01,0.14,1.00E-08,1.00E-08,0.009,1.00E-08,1.00E-08,1.00E-08,179,337,,25,0,permanent steel mould,30,525°C 2 hours,88,69,"batch annealing, 300°C 1 hour",30,N/A,,,,,,,
AA5xxx Card - 040E.docx,AA5xxx,040E,1.00E-08,0.27,0.31,1.00E-08,0.81,3.01,0.14,1.00E-08,1.00E-08,0.009,1.00E-08,1.00E-08,1.00E-08,174,335,,25.5,0,permanent steel mould,30,525°C 2 hours,88,69,"batch annealing, 350°C 1 hour",38,N/A,,,,,,,
AA5xxx Card - 040F.docx,AA5xxx,040F,1.00E-08,0.27,0.31,1.00E-08,0.81,3.01,0.14,1.00E-08,1.00E-08,0.009,1.00E-08,1.00E-08,1.00E-08,176,332,,25.7,0,permanent steel mould,30,525°C 2 hours,88,69,"batch annealing, 400°C 1 hour",50,N/A,,,,,,,
AA5xxx Card - 041A.docx,AA5xxx,041A,1.00E-08,0.08,0.19,1.00E-08,0.003,2.87,1.00E-08,1.00E-08,1.00E-08,0.001,1.00E-08,1.00E-08,1.00E-08,90,205,22.8,28.7,,DC,95.25,520°C 5.5 hours,99,70,"batch annealing, 350°C 2 hours",16,N/A,,,,,,,
AA5xxx Card - 041B.docx,AA5xxx,041B,1.00E-08,0.07,0.19,1.00E-08,0.2,2.89,1.00E-08,1.00E-08,1.00E-08,0.001,1.00E-08,1.00E-08,1.00E-08,95,215,23.9,28.1,,DC,95.25,520°C 5.5 hours,99,70,"batch annealing, 350°C 2 hours",18.4,N/A,,,,,,,
AA5xxx Card - 041C.docx,AA5xxx,041C,1.00E-08,0.08,0.19,1.00E-08,0.5,2.86,1.00E-08,1.00E-08,1.00E-08,0.001,1.00E-08,1.00E-08,1.00E-08,101,228,20.3,24.2,,DC,95.25,520°C 5.5 hours,99,70,"batch annealing, 350°C 2 hours",19,N/A,,,,,,,
AA5xxx Card - 041D.docx,AA5xxx,041D,1.00E-08,0.08,0.18,1.00E-08,0.78,2.88,1.00E-08,1.00E-08,1.00E-08,0.001,1.00E-08,1.00E-08,1.00E-08,109,244,21.3,24,,DC,95.25,520°C 5.5 hours,99,70,"batch annealing, 350°C 2 hours",14.7,N/A,,,,,,,
AA5xxx Card - 042A.docx,AA5xxx,042A,1.00E-08,0.08,0.18,1.00E-08,0.78,2.88,1.00E-08,1.00E-08,1.00E-08,0.001,1.00E-08,1.00E-08,1.00E-08,108,138,,20,,DC,95.25,520°C 5.5 hours,99,70,"batch annealing, 365°C 2 hours",18.1,N/A,,,,,,,
AA5xxx Card - 042B.docx,AA5xxx,042B,1.00E-08,0.08,0.18,1.00E-08,0.78,2.88,1.00E-08,1.00E-08,1.00E-08,0.001,1.00E-08,1.00E-08,1.00E-08,108,245,21.5,24.5,,DC,95.25,520°C 5.5 hours,99,70,"batch annealing, 350°C 2 hours",15.4,N/A,,,,,,,
AA5xxx Card - 042C.docx,AA5xxx,042C,1.00E-08,0.08,0.18,1.00E-08,0.78,2.88,1.00E-08,1.00E-08,1.00E-08,0.001,1.00E-08,1.00E-08,1.00E-08,111.5,237,,,,DC,95.25,520°C 5.5 hours,99,70,"batch annealing, 340°C 2 hours",14.9,N/A,,,,,,,
AA5xxx Card - 042D.docx,AA5xxx,042D,1.00E-08,0.08,0.18,1.00E-08,0.78,2.88,1.00E-08,1.00E-08,1.00E-08,0.001,1.00E-08,1.00E-08,1.00E-08,116,236,,,,DC,95.25,520°C 5.5 hours,99,70,"batch annealing, 300°C 2 hours",12.9,N/A,,,,,,,
AA5xxx Card - 042E.docx,AA5xxx,042E,1.00E-08,0.08,0.18,1.00E-08,0.78,2.88,1.00E-08,1.00E-08,1.00E-08,0.001,1.00E-08,1.00E-08,1.00E-08,120,245,,,,DC,95.25,520°C 5.5 hours,99,70,"batch annealing, 290°C 2 hours",12.6,N/A,,,,,,,
AA5xxx Card - 042F.docx,AA5xxx,042F,1.00E-08,0.08,0.18,1.00E-08,0.78,2.88,1.00E-08,1.00E-08,1.00E-08,0.001,1.00E-08,1.00E-08,1.00E-08,124,244,,19,,DC,95.25,520°C 5.5 hours,99,70,"batch annealing, 275°C 2 hours",9.6,N/A,,,,,,,
AA5xxx Card - 043A.docx,AA5xxx,043A,1.00E-08,0.08,0.19,1.00E-08,0.5,2.86,1.00E-08,1.00E-08,1.00E-08,0.001,1.00E-08,1.00E-08,1.00E-08,100,228,20,24,,DC,95.25,520°C 5.5 hours,99,70,"batch annealing, 350°C 2 hours",19.1,N/A,,,,,,,
AA5xxx Card - 043B.docx,AA5xxx,043B,1.00E-08,0.08,0.19,1.00E-08,0.5,2.86,1.00E-08,1.00E-08,1.00E-08,0.001,1.00E-08,1.00E-08,1.00E-08,105,230,,25,,DC,95.25,520°C 5.5 hours,99,75,batch annealing 350°C 2 hours,18.4,N/A,,,,,,,
AA5xxx Card - 043C.docx,AA5xxx,043C,1.00E-08,0.08,0.19,1.00E-08,0.5,2.86,1.00E-08,1.00E-08,1.00E-08,0.001,1.00E-08,1.00E-08,1.00E-08,104,229,,25,,DC,95.25,520°C 5.5 hours,99,80,batch annealing 350°C 2 hours,18,N/A,,,,,,,
AA5xxx Card - 043D.docx,AA5xxx,043D,1.00E-08,0.08,0.19,1.00E-08,0.5,2.86,1.00E-08,1.00E-08,1.00E-08,0.001,1.00E-08,1.00E-08,1.00E-08,108,235,,24.5,,DC,95.25,520°C 5.5 hours,99,70,batch annealing 320°C 2 hours,16.5,N/A,,,,,,,
AA5xxx Card - 043E.docx,AA5xxx,043E,1.00E-08,0.08,0.19,1.00E-08,0.5,2.86,1.00E-08,1.00E-08,1.00E-08,0.001,1.00E-08,1.00E-08,1.00E-08,110,235,,24,,DC,95.25,520°C 5.5 hours,99,75,batch annealing 320°C 2 hours,13.9,N/A,,,,,,,
AA5xxx Card - 043F.docx,AA5xxx,043F,1.00E-08,0.08,0.19,1.00E-08,0.5,2.86,1.00E-08,1.00E-08,1.00E-08,0.001,1.00E-08,1.00E-08,1.00E-08,116.5,235,,23,,DC,95.25,520°C 5.5 hours,99,70,batch annealing 320°C 2 hours,10.5,N/A,,,,,,,
AA5xxx Card - 044A.docx,AA5xxx,044A,1.00E-08,0.07,0.19,1.00E-08,0.2,2.89,1.00E-08,1.00E-08,1.00E-08,0.001,1.00E-08,1.00E-08,1.00E-08,95,215.5,24.2,28,,DC,95.25,520°C 5.5 hours,99,70,"batch annealing, 350°C 2 hours",18.4,N/A,,,,,,,
AA5xxx Card - 044B.docx,AA5xxx,044B,1.00E-08,0.07,0.19,1.00E-08,0.2,2.89,1.00E-08,1.00E-08,1.00E-08,0.001,1.00E-08,1.00E-08,1.00E-08,97.5,227,,26.5,,DC,95.25,520°C 5.5 hours,99,75,"batch annealing, 350°C 2 hours",16.5,N/A,,,,,,,
AA5xxx Card - 044C.docx,AA5xxx,044C,1.00E-08,0.07,0.19,1.00E-08,0.2,2.89,1.00E-08,1.00E-08,1.00E-08,0.001,1.00E-08,1.00E-08,1.00E-08,100,225,,26.5,,DC,95.25,520°C 5.5 hours,99,75,"batch annealing, 350°C 2 hours",15.3,N/A,,,,,,,
AA5xxx Card - 044D.docx,AA5xxx,044D,1.00E-08,0.07,0.19,1.00E-08,0.2,2.89,1.00E-08,1.00E-08,1.00E-08,0.001,1.00E-08,1.00E-08,1.00E-08,105,223,,26,,DC,95.25,520°C 5.5 hours,99,70,"batch annealing, 320°C 2 hours",12.9,N/A,,,,,,,
AA5xxx Card - 044E.docx,AA5xxx,044E,1.00E-08,0.07,0.19,1.00E-08,0.2,2.89,1.00E-08,1.00E-08,1.00E-08,0.001,1.00E-08,1.00E-08,1.00E-08,108,225,,24.5,,DC,95.25,520°C 5.5 hours,99,80,"batch annealing, 320°C 2 hours",10,N/A,,,,,,,
AA5xxx Card - 045A.docx,AA5xxx,045A,1.00E-08,0.08,0.19,1.00E-08,0.003,2.87,1.00E-08,1.00E-08,1.00E-08,0.001,1.00E-08,1.00E-08,1.00E-08,81,221,,22.5,,DC,95.25,520°C 5.5 hours,99,70,"batch annealing, 375°C 2 hours",23.1,N/A,,,,,,,
AA5xxx Card - 045B.docx,AA5xxx,045B,1.00E-08,0.08,0.19,1.00E-08,0.003,2.87,1.00E-08,1.00E-08,1.00E-08,0.001,1.00E-08,1.00E-08,1.00E-08,83,210,,22,,DC,95.25,520°C 5.5 hours,99,70,"batch annealing, 265°C 2 hours",21.6,N/A,,,,,,,
AA5xxx Card - 045C.docx,AA5xxx,045C,1.00E-08,0.08,0.19,1.00E-08,0.003,2.87,1.00E-08,1.00E-08,1.00E-08,0.001,1.00E-08,1.00E-08,1.00E-08,86,213,,,,DC,95.25,520°C 5.5 hours,99,70,"batch annealing, 265°C 2 hours",19.2,N/A,,,,,,,
AA5xxx Card - 045D.docx,AA5xxx,045D,1.00E-08,0.08,0.19,1.00E-08,0.003,2.87,1.00E-08,1.00E-08,1.00E-08,0.001,1.00E-08,1.00E-08,1.00E-08,85,210,,20,,DC,95.25,520°C 5.5 hours,99,70,"batch annealing, 265°C 2 hours",19.1,N/A,,,,,,,
AA5xxx Card - 045E.docx,AA5xxx,045E,1.00E-08,0.08,0.19,1.00E-08,0.003,2.87,1.00E-08,1.00E-08,1.00E-08,0.001,1.00E-08,1.00E-08,1.00E-08,87,212,,21,,DC,95.25,520°C 5.5 hours,99,70,"batch annealing, 350°C 2 hours",17.7,N/A,,,,,,,
AA5xxx Card - 045F.docx,AA5xxx,045F,1.00E-08,0.08,0.19,1.00E-08,0.003,2.87,1.00E-08,1.00E-08,1.00E-08,0.001,1.00E-08,1.00E-08,1.00E-08,89,205,22.5,28.5,,DC,95.25,520°C 5.5 hours,99,70,"batch annealing, 350°C 2 hours",16.1,N/A,,,,,,,
AA5xxx Card - 046A.docx,AA5xxx,046A,1.00E-08,0.11,1.12,0.19,1.00E-08,4.56,0.04,1.00E-08,0.01,0.01,1.00E-08,1.00E-08,1.00E-08,124,268,,25,,mould casting,76.2,520°C 5.5 hours,95,60,"flash annealing, 450°C 2 minutes",29,N/A,,,,,,,
AA5xxx Card - 046B.docx,AA5xxx,046B,1.00E-08,0.07,0.1,1.00E-08,0.02,5.6,0.04,1.00E-08,1.00E-08,0.01,1.00E-08,1.00E-08,1.00E-08,125,276,,26,,mould casting,76.2,520°C 5.5 hours,95,60,"flash annealing, 450°C 2 minutes",35,N/A,,,,,,,
AA5xxx Card - 046C.docx,AA5xxx,046C,1.00E-08,0.09,0.08,0.001,0.008,6.1,0.008,1.00E-08,0.002,0.01,1.00E-08,1.00E-08,1.00E-08,126,287,,26,,mould casting,76.2,520°C 5.5 hours,95,60,"flash annealing, 450°C 2 minutes",37,N/A,,,,,,,
AA5xxx Card - 046D.docx,AA5xxx,046D,1.00E-08,0.09,0.08,0.001,0.007,7.19,0.009,1.00E-08,0.002,0.01,1.00E-08,1.00E-08,1.00E-08,140,310,,26,,mould casting,76.2,520°C 5.5 hours,95,60,"flash annealing, 450°C 2 minutes",46,N/A,,,,,,,
AA5xxx Card - 047A.docx,AA5xxx,047A,1.00E-08,0.03,0.13,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,0.02,1.00E-08,1.00E-08,1.00E-08,22,65,,29,0,strip casting,4,500°C 1 hour,0,75,"flash annealing, 450°C 1 hour",250,N/A,,,,,,,
AA5xxx Card - 047B.docx,AA5xxx,047B,1.00E-08,0.03,0.13,1.00E-08,1.00E-08,3.1,1.00E-08,1.00E-08,1.00E-08,0.02,1.00E-08,1.00E-08,1.00E-08,70,200,,25,0.7,strip casting,4,500°C 1 hour,0,75,"flash annealing, 450°C 1 hour",26.4,N/A,,,,,,,
AA5xxx Card - 047C.docx,AA5xxx,047C,1.00E-08,0.03,0.13,1.00E-08,1.00E-08,5.1,1.00E-08,1.00E-08,1.00E-08,0.02,1.00E-08,1.00E-08,1.00E-08,115,275,,29,1,strip casting,4,500°C 1 hour,0,75,"flash annealing, 450°C 1 hour",24.4,N/A,,,,,,,
AA5xxx Card - 047D.docx,AA5xxx,047D,1.00E-08,0.04,0.12,1.00E-08,1.00E-08,7.3,1.00E-08,1.00E-08,1.00E-08,0.02,1.00E-08,1.00E-08,1.00E-08,138,325,,30,1.1,strip casting,4,500°C 1 hour,0,75,"flash annealing, 450°C 1 hour",17.4,N/A,,,,,,,
AA5xxx Card - 047E.docx,AA5xxx,047E,1.00E-08,0.03,0.12,1.00E-08,1.00E-08,10.2,1.00E-08,1.00E-08,1.00E-08,0.02,1.00E-08,1.00E-08,1.00E-08,170,385,,34,0.1,strip casting,4,500°C 1 hour,0,75,"flash annealing, 450°C 1 hour",17,N/A,,,,,,,
AA5xxx Card - 048A.docx,AA5xxx,048A,1.00E-08,0.15,0.3,1.00E-08,1.00E-08,0.85,1.00E-08,1.00E-08,1.00E-08,0.001,1.00E-08,1.00E-08,1.00E-08,46,145,,23,0,DC,635,520°C 5 hours,99.2,72,"batch annealing, 350°C 2 hours",61,N/A,,,,,,,
AA5xxx Card - 049A.docx,AA5xxx,049A,1.00E-08,0.19,0.16,0.09,0.28,1.39,1.00E-08,1.00E-08,1.00E-08,0.005,1.00E-08,1.00E-08,1.00E-08,89.5,182,,22.3,0,DC,635,520°C > 5 hours,96.5,60,"Batch annealing, 550°C 8 hours",108,N/A,,,,,,,
AA5xxx Card - 049B.docx,AA5xxx,049B,1.00E-08,0.23,0.2,0.07,0.59,3.71,0.06,1.00E-08,0.02,0.01,1.00E-08,1.00E-08,1.00E-08,177.9,324.4,,22.9,0,DC,635,520°C > 5 hours,96.5,56,"Batch annealing, 550°C 8 hours",106,N/A,,,,,,,
AA5xxx Card - 050A.docx,AA5xxx,050A,1.00E-08,0.068,0.32,1.00E-08,0.067,2.55,1.00E-08,1.00E-08,1.00E-08,0.001,1.00E-08,1.00E-08,1.00E-08,76,180,,23,0,DC,635,520°C 5 hours,99.2,72,"batch annealing, 350°C 2 hours",32.5,N/A,,,,,,,
AA5xxx Card - 050B.docx,AA5xxx,050B,1.00E-08,0.068,0.32,1.00E-08,0.067,2.55,1.00E-08,1.00E-08,1.00E-08,0.001,1.00E-08,1.00E-08,1.00E-08,78,185,,24,0.2,DC,635,520°C 5 hours,99.2,72,"batch annealing, 350°C 2 hours",27.5,N/A,,,,,,,
AA5xxx Card - 050C.docx,AA5xxx,050C,1.00E-08,0.068,0.32,1.00E-08,0.067,2.55,1.00E-08,1.00E-08,1.00E-08,0.001,1.00E-08,1.00E-08,1.00E-08,81,185,,24,0.5,DC,635,520°C 5 hours,99.2,75,"batch annealing, 325°C 2 hours",22.7,N/A,,,,,,,
AA5xxx Card - 050D.docx,AA5xxx,050D,1.00E-08,0.068,0.32,1.00E-08,0.067,2.55,1.00E-08,1.00E-08,1.00E-08,0.001,1.00E-08,1.00E-08,1.00E-08,94,,195,22,0.9,DC,635,520°C 5 hours,99.2,80,"batch annealing, 325°C 2 hours",13.8,N/A,,,,,,,
AA5xxx Card - 050E.docx,AA5xxx,050E,1.00E-08,0.068,0.32,1.00E-08,0.067,2.55,1.00E-08,1.00E-08,1.00E-08,0.001,1.00E-08,1.00E-08,1.00E-08,100,198,,22,1.1,DC,635,520°C 5 hours,99.2,85,"batch annealing, 325°C 2 hours",13,N/A,,,,,,,
AA5xxx Card - 051A.docx,AA5xxx,051A,1.00E-08,0.06,0.2,1.00E-08,0.26,3,1.00E-08,1.00E-08,1.00E-08,0.001,1.00E-08,1.00E-08,1.00E-08,79,170,,27,0,DC,635,520°C 5 hours,99.2,50,"batch annealing, 450°C 2 hours",57,N/A,,,,,,,
AA5xxx Card - 051B.docx,AA5xxx,051B,1.00E-08,0.06,0.2,1.00E-08,0.26,3,1.00E-08,1.00E-08,1.00E-08,0.001,1.00E-08,1.00E-08,1.00E-08,88,190,,26.5,0.24,DC,635,520°C 5 hours,99.2,50,"batch annealing, 400°C 2 hours",33,N/A,,,,,,,
AA5xxx Card - 051C.docx,AA5xxx,051C,1.00E-08,0.06,0.2,1.00E-08,0.26,3,1.00E-08,1.00E-08,1.00E-08,0.001,1.00E-08,1.00E-08,1.00E-08,92,215,,26,0.52,DC,635,520°C 5 hours,99.2,50,"batch annealing, 350°C 2 hours",27.7,N/A,,,,,,,
AA5xxx Card - 051D.docx,AA5xxx,051D,1.00E-08,0.06,0.2,1.00E-08,0.26,3,1.00E-08,1.00E-08,1.00E-08,0.001,1.00E-08,1.00E-08,1.00E-08,116,235,,26,1.25,DC,635,520°C 5 hours,99.2,72,"batch annealing, 350°C 2 hours",13.5,N/A,,,,,,,
AA5xxx Card - 052A.docx,AA5xxx,052A,1.00E-08,0.04,0.23,1.00E-08,0.002,4.76,1.00E-08,1.00E-08,1.00E-08,0.001,1.00E-08,1.00E-08,1.00E-08,110,235,,27,0.65,DC,635,520°C 5 hours,99.2,50,"batch annealing, 350°C 2 hours",31.5,N/A,,,,,,,
AA5xxx Card - 052B.docx,AA5xxx,052B,1.00E-08,0.04,0.23,1.00E-08,0.002,4.76,1.00E-08,1.00E-08,1.00E-08,0.001,1.00E-08,1.00E-08,1.00E-08,118,245,,25,0.8,DC,635,520°C 5 hours,99.2,65,"batch annealing, 350°C 2 hours",22,N/A,,,,,,,
AA5xxx Card - 052C.docx,AA5xxx,052C,1.00E-08,0.04,0.23,1.00E-08,0.002,4.76,1.00E-08,1.00E-08,1.00E-08,0.001,1.00E-08,1.00E-08,1.00E-08,119,240,,25,1.05,DC,635,520°C 5 hours,99.2,70,"batch annealing, 350°C 2 hours",20,N/A,,,,,,,
AA5xxx Card - 052D.docx,AA5xxx,052D,1.00E-08,0.04,0.23,1.00E-08,0.002,4.76,1.00E-08,1.00E-08,1.00E-08,0.001,1.00E-08,1.00E-08,1.00E-08,125,255,,25,1.2,DC,635,520°C 5 hours,99.2,72,"batch annealing, 350°C 2 hours",16,N/A,,,,,,,
AA5xxx Card - 053A.docx,AA5xxx,053A,1.00E-08,0.06,0.2,1.00E-08,0.2,4.76,1.00E-08,1.00E-08,1.00E-08,0.001,1.00E-08,1.00E-08,1.00E-08,120,250,,26,0.25,DC,635,520°C 5 hours,99.2,50,"batch annealing, 350°C 2 hours",30,N/A,,,,,,,
AA5xxx Card - 053B.docx,AA5xxx,053B,1.00E-08,0.06,0.2,1.00E-08,0.2,4.76,1.00E-08,1.00E-08,1.00E-08,0.001,1.00E-08,1.00E-08,1.00E-08,137,280,,22,1.15,DC,635,520°C 5 hours,99.2,65,"batch annealing, 350°C 2 hours",16.5,N/A,,,,,,,
AA5xxx Card - 053C.docx,AA5xxx,053C,1.00E-08,0.06,0.2,1.00E-08,0.2,4.76,1.00E-08,1.00E-08,1.00E-08,0.001,1.00E-08,1.00E-08,1.00E-08,142,290,,22,1.25,DC,635,520°C 5 hours,99.2,70,"batch annealing, 350°C 2 hours",12.5,N/A,,,,,,,
AA5xxx Card - 053D.docx,AA5xxx,053D,1.00E-08,0.06,0.2,1.00E-08,0.2,4.76,1.00E-08,1.00E-08,1.00E-08,0.001,1.00E-08,1.00E-08,1.00E-08,150,305,,22,1.4,DC,635,520°C 5 hours,99.2,72,"batch annealing, 350°C 2 hours",10.5,N/A,,,,,,,
AA5xxx Card - 054A.docx,AA5xxx,054A,1.00E-08,0.11,0.21,1.00E-08,0.27,4.55,1.00E-08,1.00E-08,1.00E-08,0.001,1.00E-08,1.00E-08,1.00E-08,106,264.8,,24.6,0.8,DC,635,520°C > 5 hours,95.8,0,no,50,N/A,,,,,,,
AA5xxx Card - 054B.docx,AA5xxx,054B,1.00E-08,0.04,0.18,1.00E-08,1.00E-08,0.48,1.00E-08,1.00E-08,1.00E-08,0.001,1.00E-08,1.00E-08,1.00E-08,25,90.7,,32.3,0,DC,20,550°C 6 hours,0,0,no,86,N/A,,,,,,,
AA5xxx Card - 054C.docx,AA5xxx,054C,1.00E-08,0.06,0.19,1.00E-08,1.00E-08,1.01,1.00E-08,1.00E-08,1.00E-08,0.001,1.00E-08,1.00E-08,1.00E-08,35,116,,30.3,0,DC,20,550°C 6 hours,0,0,no,79,N/A,,,,,,,
AA5xxx Card - 054D.docx,AA5xxx,054D,1.00E-08,0.06,0.2,1.00E-08,1.00E-08,2.93,1.00E-08,1.00E-08,1.00E-08,0.001,1.00E-08,1.00E-08,1.00E-08,63,187,,25,0,DC,20,550°C 6 hours,0,0,no,68,N/A,,,,,,,
AA5xxx Card - 055A.docx,AA5xxx,055A,1.00E-08,0.05,0.28,0.01,0.29,2.89,1.00E-08,1.00E-08,0.01,0.007,1.00E-08,1.00E-08,1.00E-08,107,224,21.9,25.3,1.2,steel mould (~0.4°C/sec),63.5,540°C > 5 hours,86.5,68.3,350°C 2 hours,29.3,yes,,,,,,,
AA5xxx Card - 055B.docx,AA5xxx,055B,1.00E-08,0.05,0.51,0.01,0.25,3.11,1.00E-08,1.00E-08,0.01,0.005,1.00E-08,1.00E-08,1.00E-08,121,241,21.4,23.3,1.2,steel mould (~0.4°C/sec),63.5,540°C > 5 hours,86.5,68.3,350°C 2 hours,23.2,yes,,,,,,,
AA5xxx Card - 055C.docx,AA5xxx,055C,1.00E-08,0.05,0.73,0.01,0.23,3.06,1.00E-08,1.00E-08,0.01,0.004,1.00E-08,1.00E-08,1.00E-08,122,243,20.8,24.3,1.2,steel mould (~0.4°C/sec),63.5,540°C > 5 hours,86.5,68.3,350°C 2 hours,14.4,yes,,,,,,,
AA5xxx Card - 055D.docx,AA5xxx,055D,1.00E-08,0.05,1,0.01,0.23,3.03,1.00E-08,1.00E-08,0.01,0.007,1.00E-08,1.00E-08,1.00E-08,127,247,19.4,21.3,1.4,steel mould (~0.4°C/sec),63.5,540°C > 5 hours,86.5,68.3,350°C 2 hours,11.4,yes,,,,,,,
AA5xxx Card - 055E.docx,AA5xxx,055E,1.00E-08,0.05,0.05,0.26,0.25,3.03,1.00E-08,1.00E-08,0.01,0.003,1.00E-08,1.00E-08,1.00E-08,102,232,21.1,27.3,1,steel mould (~0.4°C/sec),63.5,540°C > 5 hours,86.5,68.3,350°C 2 hours,31,yes,,,,,,,
AA5xxx Card - 055F.docx,AA5xxx,055F,1.00E-08,0.05,0.05,0.49,0.25,2.97,1.00E-08,1.00E-08,0.01,0.003,1.00E-08,1.00E-08,1.00E-08,101,234,18.5,25,1,steel mould (~0.4°C/sec),63.5,540°C > 5 hours,86.5,68.3,350°C 2 hours,31.5,yes,,,,,,,
AA5xxx Card - 055G.docx,AA5xxx,055G,1.00E-08,0.05,0.05,0.74,0.25,3.09,1.00E-08,1.00E-08,0.01,0.003,1.00E-08,1.00E-08,1.00E-08,104,239,18.6,24,1,steel mould (~0.4°C/sec),63.5,540°C > 5 hours,86.5,68.3,350°C 2 hours,33.1,yes,,,,,,,
AA5xxx Card - 055H.docx,AA5xxx,055H,1.00E-08,0.05,0.05,1.02,0.25,3.06,1.00E-08,1.00E-08,0.01,0.003,1.00E-08,1.00E-08,1.00E-08,105,245,17,20.7,0.8,steel mould (~0.4°C/sec),63.5,540°C > 5 hours,86.5,68.3,350°C 2 hours,36.5,yes,,,,,,,
AA5xxx Card - 055I.docx,AA5xxx,055I,1.00E-08,0.26,0.05,0.01,0.25,2.85,1.00E-08,1.00E-08,0.01,0.003,1.00E-08,1.00E-08,1.00E-08,104,222,22.5,26.3,1.3,steel mould (~0.4°C/sec),63.5,540°C > 5 hours,86.5,68.3,350°C 2 hours,20.5,yes,,,,,,,
AA5xxx Card - 055J.docx,AA5xxx,055J,1.00E-08,0.5,0.05,0.01,0.25,2.97,1.00E-08,1.00E-08,0.01,0.003,1.00E-08,1.00E-08,1.00E-08,100,207,20.8,23.7,1.3,steel mould (~0.4°C/sec),63.5,540°C > 5 hours,86.5,68.3,350°C 2 hours,19,yes,,,,,,,
AA5xxx Card - 055K.docx,AA5xxx,055K,1.00E-08,0.74,0.05,0.01,0.25,2.96,1.00E-08,1.00E-08,0.01,0.003,1.00E-08,1.00E-08,1.00E-08,95,196,20.3,23.7,1.4,steel mould (~0.4°C/sec),63.5,540°C > 5 hours,86.5,68.3,350°C 2 hours,18.3,yes,,,,,,,
